item_id,order_id,product_id,quantity,unit_price,discount_percent
79,149,213,5,36875,11
80,860,242,5,34350,0
81,17,44,3,4066,2
82,983,155,4,29997,10
83,423,248,5,47483,27
84,437,327,2,27702,34
85,956,57,1,21155,29
86,956,408,2,23164,15
87,975,1,1,31782,32
88,488,128,1,47383,0
89,728,2,1,36138,33
90,834,465,4,42110,26
91,24,23,5,21635,10
92,552,143,5,6543,33
93,201,74,5,40541,31
94,616,111,1,40583,24
95,1016,16,3,3452,33
96,580,430,1,1347,33
97,839,167,5,12531,32
98,467,210,4,21031,35
99,324,279,2,36939,39
100,393,473,5,8831,30
101,299,454,3,43202,1
102,606,250,5,41657,44
103,412,298,2,5682,4
104,574,446,1,10290,24
105,718,304,3,35085,40
106,79,385,4,46897,36
107,504,25,4,42745,30
108,359,341,5,46145,29
109,111,467,5,8484,15
110,517,411,1,37970,10
111,727,238,-4,35351,17
112,290,146,2,35530,30
113,194,441,2,46522,50
114,24,326,4,30886,12
115,157,196,3,7207,11
116,617,227,2,46497,47
117,323,268,3,28599,3
118,20,247,1,16883,16
119,781,75,1,15252,33
120,125,206,2,41228,12
121,518,243,4,17255,34
122,234,451,5,21527,17
123,171,355,1,34027,28
124,57,36,5,43044,17
125,118,179,3,5104,44
126,189,113,5,49995,22
127,166,232,4,17989,27
128,863,328,5,23331,37
129,494,63,3,45474,23
130,986,309,1,38733,50
131,74,39,5,7533,26
132,752,275,2,48023,18
133,438,284,2,27276,33
134,43,391,5,36729,13
135,112,205,4,9451,6
136,134,450,1,35147,49
137,1010,327,2,3651,32
138,851,79,1,16083,30
139,217,432,3,34968,45
140,747,214,2,3968,1
141,922,252,4,20551,47
142,322,256,4,33889,40
143,19,46,2,32946,39
144,11,287,1,8656,0
145,996,101,3,42703,22
146,87,418,1,24681,12
147,325,144,5,49392,27
148,999,96,5,10920,30
149,577,476,-2,20718,1
150,156,319,4,2298,47
151,364,262,2,17317,31
152,40,413,5,22086,13
153,726,111,3,45813,45
154,687,477,3,13701,26
155,481,399,1,9969,37
156,344,384,1,24630,47
157,553,274,4,41212,42
158,130,464,3,1351,18
159,761,334,1,47691,7
160,286,154,5,3939,49
161,995,110,3,46532,24
162,858,205,4,45336,49
163,646,261,5,23667,34
164,1015,466,1,24069,42
165,429,422,1,23989,29
166,53,362,4,1162,15
167,416,26,4,31085,27
168,344,417,5,44255,25
169,496,286,1,3440,33
170,137,338,5,24824,38
171,907,371,3,42330,36
172,960,199,3,25201,18
173,461,75,2,33711,13
174,990,401,2,28713,35
175,168,272,3,2411,31
176,779,95,2,40657,33
177,403,193,4,23346,16
178,844,49,5,36732,21
179,91,249,3,48386,42
180,614,161,2,10568,26
181,226,339,1,44335,30
182,665,91,3,42249,45
183,459,159,3,49271,12
184,745,10,2,7520,37
185,739,65,5,27272,45
186,738,223,4,9251,39
187,936,297,5,32211,31
188,148,226,5,32920,20
189,998,352,5,1041,28
190,901,3,1,30152,27
191,452,11,3,40074,8
192,710,86,2,47999,42
193,186,327,1,48094,28
194,592,327,4,44877,28
195,920,73,4,19451,40
196,956,184,2,18342,39
197,195,89,4,7975,42
198,98,231,1,3748,38
199,245,84,5,13067,14
200,257,237,1,39965,0
201,893,486,1,10821,16
202,677,189,4,21012,20
203,600,280,2,38595,23
204,853,396,2,33763,0
205,550,194,2,45169,6
206,822,169,5,31077,3
207,742,302,3,35701,42
208,1010,228,1,32181,10
209,797,394,4,38704,18
210,16,405,1,11838,18
211,571,383,5,19058,24
212,351,166,1,48504,47
213,67,373,1,32817,23
214,660,264,4,25058,47
215,471,340,4,17713,8
216,304,339,2,43444,30
217,972,151,2,13244,0
218,970,20,2,24026,12
219,141,469,2,42267,27
220,560,304,2,30639,0
221,738,327,4,31633,34
222,564,488,4,16360,2
223,499,150,3,49518,32
224,980,403,5,23438,28
225,727,236,3,13838,6
226,880,112,1,46093,21
227,819,243,3,24795,5
228,107,111,2,9733,41
229,706,81,4,34062,0
230,91,228,2,45215,36
231,420,19,3,11685,35
232,502,170,2,2716,43
233,738,362,5,37310,21
234,527,480,3,29445,28
235,464,214,2,43865,15
236,11,387,1,42412,18
237,745,155,4,10983,40
238,947,108,1,44244,23
239,729,176,2,37250,20
240,505,137,4,46910,45
241,572,477,2,39572,26
242,787,109,2,9421,50
243,398,88,4,49235,45
244,759,191,5,4208,1
245,394,66,4,19014,16
246,837,299,2,5124,46
247,1007,166,5,17886,21
248,477,48,4,33522,48
249,413,228,1,22068,13
250,563,30,4,33310,22
251,126,34,5,25860,8
252,367,26,2,12915,40
253,991,364,3,39512,24
254,624,255,1,23394,16
255,176,58,-1,43986,22
256,848,23,5,11169,1
257,184,36,4,29074,50
258,977,57,2,42052,13
259,97,496,5,30451,11
260,34,79,3,44952,19
261,471,111,4,3712,43
262,930,77,1,49180,50
263,428,368,3,44755,14
264,552,47,3,8874,49
265,261,177,5,19198,43
266,242,423,4,2055,29
267,855,325,2,22879,46
268,838,101,3,18735,14
269,629,408,1,28806,30
270,335,32,5,33277,41
271,236,453,2,3816,28
272,630,297,-5,33552,25
273,711,30,3,34102,1
274,984,151,1,18802,34
275,85,76,4,26369,21
276,494,232,5,32077,48
277,56,193,1,39747,30
278,363,443,5,36697,11
279,552,167,5,40924,15
280,891,66,2,29794,34
281,109,443,2,4644,50
282,936,77,2,19156,6
283,451,288,3,5291,11
284,940,295,2,28584,10
285,12,438,1,47713,37
286,5,384,4,29753,35
287,120,290,4,40001,30
288,242,342,5,24236,19
289,579,299,2,30952,26
290,236,13,4,34826,38
291,586,212,3,17873,18
292,625,254,1,24059,32
293,239,152,5,38490,7
294,26,190,1,21987,34
295,495,431,2,2997,2
296,359,158,5,1631,21
297,383,188,5,22273,29
298,218,437,1,28122,26
299,734,384,2,9358,49
300,451,272,3,45357,12
301,380,248,4,19660,49
302,296,224,5,10842,38
303,339,25,-5,13274,10
304,911,27,5,24804,37
305,673,363,1,43899,40
306,46,180,5,47126,47
307,418,466,3,20686,7
308,965,105,4,7078,18
309,314,305,1,25806,41
310,383,161,3,41710,34
311,48,34,4,28375,49
312,707,282,3,8542,18
313,756,228,5,35539,25
314,948,92,5,34716,40
315,292,315,1,24899,50
316,625,366,-4,20212,19
317,619,243,3,19084,44
318,206,164,1,3083,42
319,766,282,4,32132,32
320,614,57,2,12485,0
321,161,329,1,35621,16
322,116,116,5,32365,19
323,803,475,1,2762,8
324,862,203,2,524,24
325,340,8,4,33477,14
326,615,31,2,37481,12
327,236,306,1,4472,48
328,833,314,1,10726,33
329,749,474,3,35354,27
330,880,488,3,18838,46
331,499,153,4,12669,6
332,22,262,2,41322,17
333,605,433,1,748,47
334,368,30,5,10933,8
335,822,196,3,22401,14
336,619,478,5,8150,39
337,732,43,5,46241,4
338,196,436,1,47664,39
339,313,333,5,18506,12
340,405,236,3,20572,24
341,554,298,2,40759,31
342,362,175,2,14631,0
343,702,32,5,27506,1
344,526,364,4,21028,16
345,809,26,2,17013,29
346,309,451,2,15365,3
347,355,351,5,35451,34
348,123,473,2,38439,40
349,563,200,4,48568,10
350,379,326,3,1423,33
351,627,50,1,31830,45
352,378,105,5,19927,2
353,2,103,5,45028,50
354,126,476,2,42884,29
355,801,351,3,3200,50
356,413,434,3,22409,40
357,420,303,1,8302,21
358,549,104,5,29998,15
359,20,490,4,36017,24
360,730,252,4,40497,48
361,312,136,2,35362,39
362,970,20,4,14558,2
363,936,68,2,49197,46
364,408,306,1,45998,5
365,916,190,5,10555,23
366,884,215,4,16924,30
367,868,492,2,1019,24
368,716,78,-5,34010,43
369,948,370,2,40550,28
370,225,493,3,15082,0
371,610,308,4,44184,4
372,495,61,3,47970,17
373,679,218,4,35900,2
374,712,88,3,38727,48
375,809,386,1,48228,13
376,165,349,4,4446,49
377,819,383,3,31692,36
378,140,94,5,43747,5
379,830,378,3,33329,27
380,991,321,4,23880,7
381,164,103,4,3556,23
382,111,337,-2,38935,10
383,526,194,-1,31327,29
384,531,312,3,27022,31
385,599,125,1,27680,5
386,36,194,3,18100,13
387,313,457,5,44604,10
388,751,142,2,38245,10
389,257,227,4,14883,14
390,362,52,1,43827,30
391,436,107,5,41111,29
392,749,410,5,6466,15
393,387,384,5,14654,12
394,915,414,5,23902,39
395,509,444,3,13166,45
396,648,455,3,34230,45
397,577,378,3,15924,12
398,842,323,1,3333,24
399,219,221,3,41876,33
400,110,224,3,1178,44
401,470,453,4,45728,41
402,862,149,4,27787,46
403,780,92,2,38556,41
404,609,327,2,44352,18
405,852,414,3,3734,47
406,154,161,2,7878,20
407,74,210,3,20085,31
408,652,211,3,19931,10
409,481,103,5,37137,44
410,22,6,1,38988,10
411,976,206,3,19896,40
412,685,105,4,6369,11
413,624,364,1,34251,0
414,985,26,2,4390,42
415,741,366,1,39429,27
416,819,392,4,45421,18
417,936,313,3,24864,7
418,114,343,4,10939,5
419,159,103,3,2933,7
420,449,264,2,18252,13
421,32,16,2,28880,31
422,532,475,5,36282,5
423,616,9,3,19811,34
424,647,133,1,25001,0
425,174,397,2,33965,46
426,259,475,5,17791,31
427,751,492,4,796,25
428,256,354,3,21140,5
429,685,104,2,48157,27
430,369,33,3,24326,29
431,233,161,2,33381,25
432,310,175,4,13633,39
433,486,72,1,39452,19
434,107,275,1,49019,45
435,781,357,5,12224,7
436,971,159,5,20718,7
437,274,200,5,19594,15
438,78,369,3,32321,18
439,647,255,5,23303,24
440,190,238,4,11984,36
441,729,354,5,18678,38
442,385,101,5,18414,46
443,552,391,2,29616,42
444,996,121,1,29883,36
445,685,17,3,24007,10
446,427,179,5,25765,24
447,743,339,1,10588,42
448,219,46,2,11243,43
449,566,114,5,5310,41
450,850,119,5,4944,49
451,177,422,1,37070,39
452,759,13,2,44680,49
453,615,307,-4,45102,34
454,860,95,3,27975,40
455,743,161,2,20535,23
456,376,456,2,10551,32
457,196,447,3,11102,46
458,258,24,3,12817,17
459,777,341,1,44601,9
460,74,421,-2,1671,21
461,780,64,3,4882,41
462,415,311,3,44523,36
463,371,125,4,25169,34
464,663,63,2,4862,17
465,170,259,2,19322,45
466,363,151,5,48818,18
467,433,238,2,36493,48
468,38,391,3,45677,37
469,287,75,1,40987,47
470,700,443,2,9959,39
471,250,283,1,4656,13
472,437,493,5,28217,17
473,841,304,3,999,17
474,195,491,5,44522,34
475,918,339,1,43033,20
476,866,36,2,32019,47
477,272,392,4,42996,33
478,771,114,5,8613,41
479,939,188,3,17827,48
480,872,342,1,693,31
481,746,178,5,11690,36
482,369,74,5,29850,22
483,59,442,2,48879,10
484,344,469,1,47617,46
485,436,24,3,32948,27
486,142,316,5,3008,32
487,148,25,5,15349,44
488,792,368,5,49314,49
489,21,211,5,33410,29
490,699,445,2,18613,38
491,649,393,5,25407,6
492,300,82,1,19565,43
493,865,216,1,48418,38
494,857,64,5,630,49
495,177,177,1,5695,40
496,572,470,-5,30663,19
497,115,367,4,29385,33
498,69,399,3,36664,5
499,98,107,5,48272,6
500,592,493,4,11090,9
501,153,236,3,27782,8
502,504,373,1,13316,30
503,917,279,2,28994,32
504,869,36,1,41001,12
505,432,252,1,35625,26
506,634,13,2,48318,6
507,373,35,1,48538,7
508,123,366,4,38072,26
509,238,35,4,20650,25
510,704,338,3,18242,7
511,12,462,1,38430,50
512,554,148,1,45998,32
513,444,249,3,13293,46
514,1011,166,3,39155,45
515,886,247,2,5621,14
516,273,314,4,30635,28
517,935,429,2,274,18
518,894,134,4,14031,31
519,376,367,1,21715,12
520,926,399,4,26137,49
521,181,170,5,48727,2
522,393,196,1,39292,30
523,674,393,5,39062,36
524,345,383,2,35565,7
525,203,255,5,31213,29
526,912,371,4,16110,2
527,698,37,2,17149,35
528,248,91,4,21089,33
529,819,104,2,6732,4
530,658,414,2,42528,23
531,919,107,1,32747,20
532,778,412,5,32776,37
533,383,5,4,35317,31
534,535,298,1,1810,28
535,713,72,3,13338,10
536,327,368,5,35461,21
537,345,380,3,48639,26
538,532,251,3,17815,11
539,915,473,1,46559,19
540,926,132,4,49473,13
541,542,452,4,12621,45
542,72,382,1,3175,25
543,99,248,5,13586,49
544,951,376,4,29395,38
545,704,40,2,1036,9
546,502,28,5,17444,16
547,516,98,3,37103,15
548,662,181,2,48071,42
549,313,16,2,41287,21
550,547,140,2,12653,42
551,541,245,4,25131,29
552,196,157,5,10512,31
553,920,327,3,28484,41
554,24,263,2,15952,18
555,982,319,2,16679,49
556,934,470,2,37351,30
557,281,457,5,34811,1
558,844,161,4,23473,50
559,83,378,1,31341,30
560,714,13,5,4708,20
561,894,236,1,21217,30
562,831,292,4,5177,31
563,628,103,1,43652,42
564,893,106,4,31785,18
565,60,284,1,43636,22
566,151,470,2,39029,27
567,405,373,5,32289,48
568,713,390,5,33754,25
569,232,220,5,5211,24
570,495,7,3,49457,18
571,4,125,5,20222,40
572,593,239,3,33266,49
573,173,303,3,1860,46
574,533,428,2,45442,6
575,772,208,5,16219,21
576,807,122,1,37896,47
577,533,170,3,24807,20
578,317,247,4,18374,43
579,198,417,3,39327,49
580,17,434,1,15022,45
581,934,437,4,26678,40
582,566,16,3,3275,18
583,845,72,1,14243,40
584,950,465,5,29128,2
585,349,52,4,20259,45
586,790,315,1,28934,37
587,497,152,2,19292,49
588,681,193,1,1136,12
589,375,191,2,229,44
590,788,33,5,12661,30
591,919,119,5,25601,31
592,264,410,1,32457,23
593,217,148,2,39279,6
594,479,219,2,12508,3
595,245,369,5,1592,40
596,255,61,2,28061,28
597,208,168,3,23479,36
598,524,260,3,38892,32
599,836,416,4,3577,16
600,154,456,-1,9355,3
601,468,159,1,47324,10
602,745,347,5,37529,18
603,467,376,4,41538,12
604,673,441,3,7986,49
605,379,292,2,36485,36
606,453,469,1,18311,48
607,148,265,2,26818,5
608,957,67,2,11459,27
609,466,4,5,390,16
610,662,425,5,38149,29
611,439,478,2,27786,2
612,336,416,1,32421,15
613,227,159,1,35291,37
614,666,457,2,5050,46
615,147,143,3,3687,7
616,861,298,3,39751,16
617,519,238,5,6544,8
618,369,264,1,40777,10
619,170,173,4,13745,35
620,532,164,4,43252,36
621,757,14,2,28308,27
622,772,481,5,13991,29
623,221,142,3,19225,0
624,18,414,3,1481,27
625,152,167,4,47143,14
626,270,428,5,14975,16
627,289,463,4,21857,28
628,82,99,2,28078,2
629,951,480,2,28337,6
630,885,500,5,10721,10
631,653,174,-3,34361,41
632,432,43,1,35925,29
633,866,94,5,21185,22
634,256,127,2,47994,41
635,198,246,3,21159,23
636,39,493,1,4548,40
637,14,11,5,26723,34
638,141,69,2,10941,26
639,98,119,2,12010,34
640,403,466,4,35931,6
641,822,420,5,13170,20
642,173,57,4,32896,9
643,406,182,-3,31232,27
644,973,448,4,18474,16
645,300,329,2,27508,14
646,154,317,3,17234,43
647,631,366,5,1483,42
648,655,105,1,34531,8
649,362,343,5,35257,4
650,457,499,2,45595,14
651,426,458,3,29910,32
652,140,200,2,45910,27
653,179,461,3,21336,44
654,534,214,1,25302,3
655,561,321,4,17236,37
656,420,215,2,22154,45
657,492,179,1,20322,28
658,404,135,5,48791,45
659,976,359,4,23115,39
660,110,106,4,7996,1
661,499,4,4,10220,13
662,76,445,5,13970,9
663,52,32,3,5387,14
664,272,438,1,22137,10
665,408,210,2,14914,35
666,855,79,1,21200,40
667,928,348,3,41372,36
668,537,253,1,47724,25
669,211,439,2,25575,9
670,1000,160,-2,2367,7
671,898,316,1,14032,24
672,445,10,5,37039,25
673,948,284,5,33870,3
674,63,363,3,43604,8
675,714,221,3,26315,37
676,991,356,4,45328,32
677,893,83,4,8154,4
678,923,442,3,10164,17
679,155,205,4,44990,48
680,716,375,1,27831,48
681,333,328,1,7479,37
682,26,88,1,36505,50
683,454,397,-2,42167,11
684,801,271,2,6321,33
685,442,257,1,43079,8
686,269,383,3,13407,22
687,963,79,3,11798,15
688,571,272,3,30598,4
689,732,248,5,44982,3
690,551,97,1,39129,32
691,380,50,5,32361,43
692,490,297,3,22838,29
693,746,341,2,30219,42
694,954,48,1,8005,17
695,724,256,5,16474,5
696,677,408,5,45667,23
697,167,118,2,15560,45
698,358,495,1,49330,8
699,148,368,3,25246,34
700,535,473,2,1368,7
701,69,332,4,30823,16
702,254,334,-4,43066,34
703,466,168,4,12654,25
704,641,477,3,10098,15
705,864,256,2,1041,47
706,789,95,4,46132,29
707,923,206,5,35563,44
708,402,203,3,6998,49
709,785,100,4,16809,3
710,225,439,1,46510,38
711,369,261,1,37065,48
712,692,499,3,18225,24
713,84,358,3,43135,16
714,997,403,2,27757,13
715,974,261,4,20945,18
716,365,241,2,32683,37
717,653,64,3,19647,10
718,102,102,3,19072,38
719,606,203,3,2981,46
720,692,101,1,16818,24
721,521,74,1,4743,10
722,303,131,2,6048,32
723,615,13,2,43807,33
724,321,351,-4,38746,44
725,1003,310,3,49165,39
726,214,208,5,42398,12
727,30,487,2,10917,14
728,246,380,1,40328,41
729,958,77,5,47963,42
730,256,51,1,49680,34
731,1014,466,5,31815,27
732,822,83,5,34203,39
733,370,217,-2,35528,41
734,929,445,4,48593,14
735,272,383,4,11948,44
736,5,303,1,9000,38
737,938,190,3,39422,10
738,520,470,1,18136,5
739,267,437,4,13598,25
740,994,225,3,37089,34
741,189,255,3,12045,34
742,408,342,1,33539,25
743,387,209,2,27033,4
744,983,378,2,48370,31
745,660,336,5,1197,9
746,522,133,1,6007,49
747,30,267,1,205,8
748,461,130,3,24389,22
749,1017,487,1,31538,41
750,495,453,1,32977,46
751,997,251,3,49785,11
752,92,244,5,38559,13
753,631,213,2,26726,44
754,533,447,1,8610,8
755,117,407,4,1058,47
756,407,62,4,47473,33
757,845,395,2,37368,29
758,679,285,-2,37850,15
759,759,197,3,47767,25
760,150,472,2,48647,41
761,703,184,4,5619,45
762,494,151,1,49420,31
763,400,186,2,26650,37
764,452,57,4,44573,26
765,935,416,-5,3771,27
766,523,72,2,19668,47
767,315,454,3,7787,35
768,481,172,1,39374,48
769,781,82,3,17097,36
770,568,106,4,32844,13
771,65,306,2,10288,50
772,1004,41,4,35416,15
773,675,376,4,17870,4
774,522,238,4,29643,16
775,988,464,4,42375,3
776,446,202,5,40571,45
777,631,481,5,1437,10
778,620,379,2,4647,29
779,526,316,2,28354,37
780,61,101,2,16174,45
781,439,499,1,41467,13
782,1,278,5,45263,38
783,695,380,5,35748,5
784,741,219,4,31175,35
785,170,309,3,27707,46
786,993,39,1,38888,16
787,567,338,-3,45192,5
788,793,460,2,38972,22
789,536,32,4,11207,26
790,975,350,4,3608,29
791,799,461,2,27786,49
792,599,272,1,22739,22
793,455,146,1,20357,15
794,98,414,5,45714,36
795,497,341,5,6110,4
796,508,246,3,4664,32
797,51,106,2,32997,25
798,162,180,4,42815,0
799,91,60,-1,18328,31
800,686,222,4,13757,3
801,122,344,1,14167,8
802,900,70,5,16491,22
803,969,226,4,25154,12
804,387,438,3,39169,38
805,544,392,2,14891,37
806,905,397,3,15894,12
807,46,136,5,24536,39
808,87,357,1,19942,34
809,42,393,2,21749,40
810,697,56,5,31768,46
811,525,249,3,11038,39
812,144,56,3,6461,6
813,707,205,5,19035,2
814,490,164,2,20452,6
815,77,24,5,3793,17
816,634,434,1,13601,7
817,581,39,4,22678,38
818,351,351,1,2588,14
819,455,448,3,19462,47
820,645,279,5,34105,35
821,477,256,2,15137,43
822,528,19,5,18177,50
823,380,253,2,11635,35
824,413,11,5,6596,35
825,567,46,5,25022,49
826,88,94,2,46728,48
827,228,344,2,37082,49
828,334,84,1,43263,30
829,884,202,5,29401,39
830,700,338,4,26936,11
831,965,473,1,24184,25
832,717,21,3,29088,13
833,24,429,5,9839,0
834,1002,395,1,32542,3
835,597,11,1,5843,43
836,556,478,1,43727,22
837,682,114,3,24682,50
838,1016,434,2,7074,0
839,578,170,3,35446,13
840,952,410,4,46766,7
841,393,7,1,6155,37
842,46,493,1,38414,37
843,808,254,1,12981,49
844,21,469,2,35327,6
845,463,446,2,1983,25
846,622,237,1,5690,45
847,951,48,1,1408,9
848,171,238,1,27679,12
849,177,137,4,7243,39
850,612,432,2,29315,16
851,950,377,1,8927,50
852,544,50,3,36621,11
853,879,317,2,42342,42
854,87,493,3,14222,29
855,140,265,1,10895,33
856,967,55,3,31975,14
857,830,39,1,5475,12
858,367,295,2,18303,28
859,988,276,3,45954,35
860,54,434,5,21750,26
861,548,16,2,4530,30
862,2,95,4,32652,21
863,818,111,2,29544,44
864,753,93,5,43443,26
865,509,408,2,7696,26
866,613,237,1,45947,28
867,968,400,5,43967,47
868,504,154,3,40060,18
869,238,366,5,44701,29
870,573,451,2,19643,48
871,342,179,1,24493,38
872,987,397,1,13023,31
873,178,60,3,7138,6
874,351,498,5,13003,25
875,138,344,2,35951,16
876,950,438,2,17249,1
877,340,488,4,35114,31
878,528,172,3,31206,36
879,834,225,4,29370,1
880,230,70,4,46965,10
881,116,339,3,22260,33
882,376,375,3,45120,18
883,867,414,4,10157,20
884,311,72,3,6351,4
885,10,265,3,18604,23
886,622,174,2,16571,7
887,97,24,3,1551,24
888,87,457,4,32833,11
889,681,289,4,27637,41
890,887,7,5,11816,11
891,459,248,3,366,37
892,779,93,4,21324,18
893,556,394,1,33925,23
894,187,395,4,20518,44
895,284,102,1,21335,46
896,734,362,3,10189,48
897,883,374,3,15791,1
898,110,109,4,32280,2
899,28,123,5,34859,13
900,80,210,3,41069,4
901,804,366,2,15819,15
902,950,243,2,32627,31
903,174,70,5,46594,46
904,710,495,4,49690,24
905,376,65,1,2007,39
906,630,120,1,13868,36
907,147,158,5,3192,9
908,282,241,1,10749,46
909,897,383,2,46442,49
910,433,339,1,35650,12
911,626,159,5,37662,1
912,325,451,1,34376,46
913,413,467,2,14189,40
914,627,258,4,19540,32
915,385,273,2,30417,17
916,516,281,2,11993,25
917,96,79,5,13889,2
918,583,214,1,26917,37
919,748,375,5,39120,15
920,50,448,1,19661,9
921,493,430,2,44003,24
922,641,317,1,1856,10
923,962,358,2,36512,22
924,416,92,1,22992,12
925,123,402,3,8287,30
926,184,110,5,49654,15
927,424,4,5,37569,11
928,540,142,1,5777,2
929,621,252,5,992,34
930,782,377,2,4781,30
931,618,357,3,32919,50
932,121,39,2,18865,19
933,423,154,2,4570,21
934,416,317,4,24712,3
935,835,291,2,24192,1
936,54,135,5,11799,24
937,253,294,3,14656,14
938,506,335,5,22202,38
939,941,224,5,35250,27
940,39,425,-2,29546,23
941,946,262,4,2833,22
942,893,142,2,33925,10
943,70,476,2,29627,5
944,522,295,-2,10222,20
945,246,202,5,2761,48
946,438,461,3,8592,12
947,653,275,5,12367,5
948,198,82,4,30416,16
949,182,478,3,14607,12
950,641,400,5,30725,14
951,303,254,5,26957,6
952,940,388,5,3370,8
953,44,468,1,19777,33
954,214,163,1,42142,18
955,405,283,3,13374,13
956,63,478,3,22649,31
957,539,122,5,45157,29
958,475,107,2,24458,27
959,68,357,2,47008,2
960,505,437,-3,1678,24
961,224,228,1,3507,8
962,706,125,3,3091,33
963,194,83,2,598,43
964,36,159,5,40794,14
965,148,297,5,10701,33
966,419,56,4,14382,6
967,428,440,3,24768,18
968,380,208,3,45831,20
969,694,283,3,12230,18
970,873,96,3,8693,28
971,198,128,5,12911,50
972,766,454,2,23481,32
973,378,420,4,46687,4
974,101,120,1,28789,10
975,936,32,2,34841,1
976,794,289,4,48846,16
977,56,268,3,24467,46
978,515,181,5,40992,36
979,130,225,2,14881,46
980,924,387,3,5621,16
981,802,388,4,1721,16
982,412,252,2,42211,22
983,425,378,2,41367,16
984,434,377,1,36145,28
985,98,82,5,41453,30
986,50,466,5,47551,47
987,291,68,1,38065,4
988,445,221,1,40931,17
989,1002,16,1,11102,34
990,291,203,2,18067,46
991,924,430,5,2325,15
992,526,224,1,16572,8
993,363,284,5,16738,48
994,274,64,4,29771,40
995,449,205,4,41917,18
996,629,294,1,28826,32
997,953,200,3,10296,42
998,89,227,5,18131,31
999,462,241,5,39443,40
1000,434,412,2,25572,8
1001,196,482,2,29201,27
1002,436,369,1,22948,1
1003,613,357,1,25949,43
1004,951,344,5,24963,50
1005,988,124,1,49792,1
1006,435,284,2,20911,22
1007,1000,364,5,22141,1
1008,614,181,2,47277,16
1009,13,81,1,14797,45
1010,748,25,4,33262,48
1011,438,362,1,36942,46
1012,478,5,3,42455,18
1013,235,486,4,43740,9
1014,414,329,1,36086,35
1015,945,147,1,19960,45
1016,376,401,4,21700,3
1017,673,127,4,29985,27
1018,334,350,3,27078,16
1019,179,404,2,28314,11
1020,648,64,1,8634,35
1021,656,333,2,18114,14
1022,338,410,1,19714,35
1023,774,111,4,40410,41
1024,683,83,3,42047,8
1025,684,463,4,12454,33
1026,844,123,5,4547,3
1027,486,115,1,32185,41
1028,297,367,2,14518,4
1029,1003,419,4,45758,47
1030,916,446,3,46651,27
1031,848,397,3,8805,17
1032,549,61,3,11228,34
1033,133,397,4,23918,23
1034,89,352,3,6354,45
1035,681,135,1,32938,10
1036,92,276,4,1508,23
1037,73,170,2,39922,41
1038,389,96,-1,18182,29
1039,740,189,3,38632,31
1040,640,194,4,31637,26
1041,563,32,2,11068,4
1042,569,366,2,18478,40
1043,232,261,2,48268,1
1044,593,302,5,9621,6
1045,954,468,-3,38445,14
1046,460,138,1,42464,43
1047,152,61,3,42389,13
1048,140,311,1,45272,13
1049,842,32,-4,43993,3
1050,779,367,3,6504,39
1051,20,160,5,11797,17
1052,418,262,2,4067,38
1053,673,37,2,45893,24
1054,777,394,3,25497,18
1055,764,190,1,8388,7
1056,269,290,2,28111,15
1057,89,332,4,6537,28
1058,1010,171,-2,26049,13
1059,31,264,3,8008,7
1060,109,490,2,3118,49
1061,604,356,4,17154,38
1062,937,71,2,44538,32
1063,481,321,3,11397,18
1064,160,297,2,49354,44
