order_id,customer_id,order_date,status,region_code
153,70,2026-04-23 17:48:43,SHIPPED,WEST
154,315,2026-02-26 00:45:55,RETURNED,NORTH
155,474,2025-12-20 04:21:08,RETURNED,SOUTH
156,334,2026-05-11 08:35:03,SHIPPED,NORTH
157,366,2026-01-12 15:01:24,CANCELLED,CENTRAL
158,202,2025-12-02 19:09:21,DELIVERED,NORTH
159,357,2025-09-09 13:46:03,SHIPPED,EAST
160,297,2025-03-30 23:05:09,RETURNED,CENTRAL
161,61,2025-02-18 06:56:01,DELIVERED,NORTH
162,443,2026-06-30 23:36:40,SHIPPED,EAST
163,324,2025-03-22 20:19:28,CANCELLED,CENTRAL
164,73,2025-08-15 05:09:02,SHIPPED,WEST
165,143,2025-11-29 13:35:46,DELIVERED,SOUTH
166,475,2026-04-19 21:08:31,DELIVERED,NORTH
167,291,2025-04-12 16:41:10,DELIVERED,NORTH
168,334,2026-06-10 02:56:18,SHIPPED,SOUTH
169,100,2026-04-23 00:00:00,SHIPPED,EAST
170,284,2025-06-24 14:37:07,RETURNED,EAST
171,330,2025-02-24 17:34:20,RETURNED,CENTRAL
172,157,2026-01-26 14:06:59,PLACED,CENTRAL
173,443,2025-08-07 13:54:20,DELIVERED,CENTRAL
174,97,2025-12-14 00:44:37,DELIVERED,CENTRAL
175,409,2024-11-02 19:21:43,PLACED,WEST
176,13,2025-07-27 00:01:21,DELIVERED,NORTH
177,193,2025-09-26 00:44:04,DELIVERED,NORTH
178,337,2026-04-22 21:56:30,SHIPPED,CENTRAL
179,446,2024-04-09 00:00:00,RETURNED,SOUTH
180,379,2025-10-18 02:48:13,PLACED,NORTH
181,256,2024-11-18 15:24:13,CANCELLED,WEST
182,102,2026-06-04 10:17:27,SHIPPED,CENTRAL
183,288,2024-07-21 08:30:18,DELIVERED,WEST
184,434,2025-12-17 18:24:21,SHIPPED,NORTH
185,324,2026-03-17 20:48:14,CANCELLED,NORTH
186,401,2025-11-01 16:55:02,SHIPPED,WEST
187,67,2025-07-14 07:36:03,SHIPPED,NORTH
188,478,2025-07-19 17:07:06,SHIPPED,SOUTH
189,162,2025-01-16 20:30:59,SHIPPED,NORTH
190,284,2026-07-10 15:51:50,PLACED,WEST
191,162,2024-04-09 00:00:00,CANCELLED,CENTRAL
192,28,2025-03-11 08:51:38,PLACED,NORTH
193,443,2024-11-07 07:23:32,RETURNED,NORTH
194,88,2026-07-04 05:38:34,DELIVERED,NORTH
195,433,2025-09-30 09:06:52,CANCELLED,SOUTH
196,141,2024-12-12 12:54:13,DELIVERED,SOUTH
197,173,2026-01-11 00:28:18,RETURNED,NORTH
198,353,2026-04-02 05:41:18,SHIPPED,EAST
199,448,2024-11-19 13:26:00,CANCELLED,CENTRAL
200,242,2024-07-30 13:06:18,CANCELLED,SOUTH
201,141,2026-04-13 09:50:02,DELIVERED,EAST
202,57,2025-10-02 01:54:43,DELIVERED,NORTH
203,62,2025-12-20 04:39:12,PLACED,SOUTH
204,350,2025-10-29 19:03:29,SHIPPED,WEST
205,459,2025-10-03 19:42:15,CANCELLED,WEST
206,310,2025-08-23 18:05:53,RETURNED,WEST
207,250,2024-12-12 20:05:23,PLACED,WEST
208,348,2024-11-14 08:58:49,RETURNED,EAST
209,498,2024-09-13 22:08:23,PLACED,CENTRAL
210,163,2025-08-25 04:56:30,DELIVERED,WEST
211,334,2026-04-30 01:17:15,CANCELLED,NORTH
212,261,2025-05-29 22:40:48,CANCELLED,CENTRAL
213,53,2026-04-13 18:49:14,DELIVERED,NORTH
214,230,2025-06-14 21:58:49,CANCELLED,SOUTH
215,161,2025-06-16 16:34:10,RETURNED,NORTH
216,423,2025-08-07 19:29:22,CANCELLED,CENTRAL
217,45,2026-04-18 15:11:04,DELIVERED,NORTH
218,408,2026-04-11 08:15:17,DELIVERED,SOUTH
219,367,2026-01-27 23:29:07,CANCELLED,WEST
220,191,2024-12-16 23:52:39,PLACED,CENTRAL
221,192,2025-11-14 13:36:51,DELIVERED,NORTH
222,0,2026-04-27 06:15:37,SHIPPED,SOUTH
223,476,2025-10-13 15:24:36,RETURNED,WEST
224,318,2026-06-02 18:57:43,PLACED,SOUTH
225,147,2025-04-26 21:04:03,RETURNED,CENTRAL
226,424,2026-02-11 21:18:27,PLACED,NORTH
227,82,2025-05-24 02:50:53,RETURNED,SOUTH
228,462,2025-06-27 00:21:36,SHIPPED,WEST
229,99,2026-04-20 10:16:20,DELIVERED,NORTH
230,431,2025-09-06 08:01:42,PLACED,WEST
231,317,2025-06-24 13:32:57,CANCELLED,SOUTH
232,143,2025-09-29 04:36:54,SHIPPED,SOUTH
233,68,2026-01-31 15:55:42,CANCELLED,CENTRAL
234,64,2024-12-09 20:24:46,RETURNED,CENTRAL
235,403,2026-03-18 12:05:11,DELIVERED,WEST
236,337,2025-12-02 03:03:02,CANCELLED,SOUTH
237,149,2025-09-07 08:08:27,CANCELLED,CENTRAL
238,184,2025-04-24 20:41:07,DELIVERED,CENTRAL
239,453,2025-11-15 18:55:17,CANCELLED,CENTRAL
240,471,2024-10-08 10:30:54,SHIPPED,EAST
241,420,2025-11-10 07:39:24,SHIPPED,WEST
242,287,2025-09-26 03:49:13,RETURNED,SOUTH
243,351,2024-10-09 00:57:05,RETURNED,EAST
244,459,2024-11-24 09:11:50,PLACED,NORTH
245,93,2025-12-29 00:00:00,DELIVERED,EAST
246,32,2024-12-19 01:04:04,SHIPPED,NORTH
247,408,2024-10-14 06:42:13,RETURNED,WEST
248,414,2026-02-24 09:10:12,CANCELLED,WEST
249,318,2025-09-22 09:32:50,PLACED,EAST
250,277,2024-09-03 12:24:20,PLACED,SOUTH
251,20,2025-08-23 19:44:08,RETURNED,WEST
252,0,2025-03-24 20:58:49,PLACED,EAST
253,216,2025-04-14 11:48:17,DELIVERED,NORTH
254,497,2025-01-11 16:11:48,RETURNED,SOUTH
255,0,2024-09-16 21:56:41,RETURNED,NORTH
256,401,2026-02-20 02:24:41,PLACED,WEST
257,337,2025-10-03 03:00:38,SHIPPED,SOUTH
258,361,2025-05-06 02:29:03,CANCELLED,EAST
259,34,2024-08-18 04:10:03,CANCELLED,WEST
260,434,2025-07-21 13:02:04,PLACED,NORTH
261,137,2025-03-27 06:02:44,CANCELLED,CENTRAL
262,297,2025-12-02 18:23:27,DELIVERED,EAST
263,33,2026-03-23 23:18:36,SHIPPED,SOUTH
264,370,2025-05-25 14:11:32,PLACED,WEST
265,271,2025-07-14 23:53:06,RETURNED,CENTRAL
266,0,2025-04-15 05:39:55,PLACED,SOUTH
267,361,2025-03-28 12:29:40,PLACED,WEST
268,407,2024-05-09 00:00:00,CANCELLED,CENTRAL
269,401,2025-11-12 13:23:28,SHIPPED,NORTH
270,494,2024-08-03 12:28:25,RETURNED,EAST
271,167,2026-05-01 03:25:30,DELIVERED,EAST
272,138,2025-02-21 12:32:29,DELIVERED,NORTH
273,365,2025-07-17 12:40:35,DELIVERED,WEST
274,0,2025-10-04 06:58:10,CANCELLED,NORTH
275,260,2025-04-27 08:18:14,RETURNED,CENTRAL
276,411,2025-10-04 03:25:17,CANCELLED,CENTRAL
277,339,2024-11-02 21:01:50,CANCELLED,CENTRAL
278,405,2024-10-31 14:47:51,DELIVERED,SOUTH
279,118,2024-12-11 00:00:00,PLACED,NORTH
280,238,2024-05-12 00:00:00,CANCELLED,EAST
281,495,2024-11-23 13:31:39,RETURNED,CENTRAL
282,39,2024-12-31 04:19:28,DELIVERED,EAST
283,183,2025-05-19 01:04:49,PLACED,EAST
284,164,2025-11-19 15:09:35,RETURNED,EAST
285,207,2025-12-11 10:58:32,CANCELLED,WEST
286,47,2024-05-08 00:00:00,SHIPPED,WEST
287,106,2025-03-18 11:24:05,RETURNED,NORTH
288,329,2024-11-14 00:00:00,CANCELLED,NORTH
289,389,2024-07-28 08:52:24,SHIPPED,WEST
290,479,2024-08-18 18:35:39,DELIVERED,EAST
291,229,2025-11-29 00:00:00,PLACED,WEST
292,3,2024-09-27 09:01:15,PLACED,EAST
293,234,2026-06-23 02:54:43,CANCELLED,WEST
294,388,2025-10-01 05:12:55,PLACED,SOUTH
295,173,2026-02-05 21:49:12,DELIVERED,CENTRAL
296,243,2026-04-04 21:53:51,DELIVERED,SOUTH
297,314,2026-02-12 00:54:17,SHIPPED,WEST
298,188,2025-12-30 17:57:47,CANCELLED,EAST
299,269,2025-11-05 23:07:45,DELIVERED,NORTH
300,119,2024-11-28 17:18:21,RETURNED,CENTRAL
301,71,2025-06-15 20:40:20,PLACED,NORTH
302,65,2024-12-02 20:06:08,RETURNED,CENTRAL
303,201,2024-08-07 23:17:33,RETURNED,SOUTH
304,267,2025-05-26 06:45:18,RETURNED,NORTH
305,261,2025-11-09 10:32:49,CANCELLED,NORTH
306,306,2026-02-19 18:13:52,CANCELLED,NORTH
307,144,2026-01-28 18:50:50,RETURNED,CENTRAL
308,93,2025-09-07 12:21:02,CANCELLED,EAST
309,94,2024-11-23 17:24:11,DELIVERED,NORTH
310,14,2026-04-23 11:15:09,DELIVERED,NORTH
311,31,2024-11-01 02:28:25,RETURNED,WEST
312,393,2026-01-13 10:16:08,PLACED,CENTRAL
313,103,2024-12-12 00:42:30,CANCELLED,SOUTH
314,469,2026-03-30 14:19:12,DELIVERED,EAST
315,230,2025-09-18 14:26:21,PLACED,CENTRAL
316,378,2025-05-13 08:55:53,RETURNED,CENTRAL
317,345,2026-02-02 17:01:56,PLACED,SOUTH
318,162,2026-06-04 00:27:48,PLACED,NORTH
319,71,2024-12-14 04:08:04,RETURNED,WEST
320,43,2025-02-25 07:30:09,CANCELLED,CENTRAL
321,10,2024-10-11 09:30:05,DELIVERED,WEST
322,191,2025-03-08 07:48:34,SHIPPED,SOUTH
323,405,2024-10-05 19:18:08,RETURNED,SOUTH
324,295,2025-04-14 17:10:11,PLACED,EAST
325,57,2026-04-23 08:52:25,CANCELLED,EAST
326,451,2025-09-20 14:52:25,SHIPPED,SOUTH
327,200,2026-06-20 02:50:07,CANCELLED,CENTRAL
328,105,2026-02-11 10:09:41,PLACED,CENTRAL
329,68,2025-06-22 09:49:20,PLACED,WEST
330,145,2025-01-31 19:09:16,RETURNED,WEST
331,495,2025-12-18 20:47:42,PLACED,WEST
332,336,2025-11-11 16:56:35,PLACED,NORTH
333,242,2024-10-18 23:20:50,DELIVERED,EAST
334,466,2025-02-15 23:48:30,RETURNED,NORTH
335,371,2026-05-16 12:09:20,PLACED,NORTH
336,179,2025-07-23 02:51:27,RETURNED,NORTH
337,211,2025-09-07 18:52:11,SHIPPED,CENTRAL
338,463,2024-11-04 01:42:32,CANCELLED,WEST
339,65,2025-01-21 23:42:30,RETURNED,NORTH
340,457,2025-05-29 10:12:08,PLACED,WEST
341,15,2026-03-15 09:21:00,SHIPPED,CENTRAL
342,198,2024-11-28 11:13:29,SHIPPED,EAST
343,203,2026-06-10 22:44:02,RETURNED,CENTRAL
344,296,2026-05-09 17:33:10,SHIPPED,CENTRAL
345,220,2025-12-02 18:54:12,DELIVERED,EAST
346,164,2025-07-15 18:04:36,RETURNED,CENTRAL
347,156,2024-11-30 21:58:32,RETURNED,WEST
348,186,2025-04-23 12:11:16,RETURNED,EAST
349,51,2024-07-17 04:54:29,PLACED,EAST
350,315,2025-09-30 14:05:16,RETURNED,NORTH
351,336,2025-12-28 19:36:31,PLACED,CENTRAL
352,421,2025-11-19 19:13:30,SHIPPED,WEST
353,39,2026-06-25 02:03:15,CANCELLED,CENTRAL
354,273,2025-06-19 15:50:48,CANCELLED,SOUTH
355,168,2025-04-26 23:16:35,SHIPPED,WEST
356,367,2026-05-04 04:58:28,RETURNED,SOUTH
357,463,2025-04-20 00:00:00,RETURNED,NORTH
358,487,2025-07-26 16:55:58,SHIPPED,CENTRAL
359,215,2025-03-07 05:35:40,CANCELLED,EAST
360,496,2026-02-17 11:05:37,RETURNED,WEST
361,305,2026-01-10 16:12:43,DELIVERED,CENTRAL
362,298,2025-11-28 11:29:58,DELIVERED,WEST
363,145,2026-01-28 19:07:24,CANCELLED,WEST
364,452,2026-05-06 08:53:58,RETURNED,EAST
365,314,2026-01-24 17:55:52,DELIVERED,NORTH
366,171,2025-04-12 14:36:05,DELIVERED,NORTH
367,276,2025-06-15 13:55:24,DELIVERED,NORTH
368,397,2025-09-26 22:10:34,CANCELLED,CENTRAL
369,331,2025-08-15 16:21:14,RETURNED,CENTRAL
370,109,2025-05-23 19:55:14,SHIPPED,EAST
371,120,2025-09-07 05:34:30,PLACED,CENTRAL
372,262,2024-04-08 00:00:00,CANCELLED,SOUTH
373,0,2026-01-23 16:12:18,SHIPPED,WEST
374,175,2024-10-28 18:41:11,DELIVERED,NORTH
375,267,2026-05-21 07:07:52,CANCELLED,WEST
376,144,2025-02-27 02:22:16,CANCELLED,WEST
377,474,2025-06-30 11:12:15,CANCELLED,EAST
378,247,2024-07-12 23:52:04,PLACED,EAST
379,0,2025-07-25 22:42:24,PLACED,EAST
380,0,2024-09-15 12:23:50,RETURNED,NORTH
381,275,2024-11-10 07:47:38,RETURNED,WEST
382,211,2024-07-25 00:00:00,SHIPPED,SOUTH
383,425,2026-01-06 21:46:56,DELIVERED,CENTRAL
384,487,2025-07-25 20:48:36,CANCELLED,CENTRAL
385,330,2024-09-08 06:59:52,RETURNED,CENTRAL
386,343,2025-04-27 18:18:39,PLACED,CENTRAL
387,299,2024-12-27 15:42:00,PLACED,WEST
388,115,2024-10-29 03:01:50,RETURNED,CENTRAL
389,222,2025-03-30 21:19:22,CANCELLED,EAST
390,157,2026-01-22 23:09:06,PLACED,NORTH
391,353,2025-02-26 19:07:19,PLACED,SOUTH
392,178,2026-06-11 14:20:04,PLACED,EAST
393,423,2025-07-07 04:34:46,SHIPPED,SOUTH
394,441,2026-02-23 05:50:44,SHIPPED,CENTRAL
395,288,2026-04-07 16:55:13,RETURNED,CENTRAL
396,106,2025-10-30 14:10:36,PLACED,CENTRAL
397,495,2025-12-28 13:28:14,CANCELLED,NORTH
398,70,2025-02-25 06:20:03,RETURNED,EAST
399,75,2025-06-02 07:30:33,SHIPPED,CENTRAL
400,0,2025-01-03 12:38:45,CANCELLED,SOUTH
401,261,2024-11-01 06:44:30,PLACED,NORTH
402,223,2025-07-26 10:17:40,SHIPPED,EAST
403,199,2025-09-29 19:12:51,DELIVERED,EAST
404,155,2026-07-04 19:01:41,CANCELLED,SOUTH
405,412,2024-10-20 07:22:46,RETURNED,CENTRAL
406,479,2024-11-06 19:46:24,SHIPPED,WEST
407,0,2026-04-08 17:57:40,DELIVERED,SOUTH
408,286,2024-08-08 10:39:02,DELIVERED,NORTH
409,15,2026-04-29 15:04:02,CANCELLED,CENTRAL
410,74,2024-12-07 21:42:06,SHIPPED,EAST
411,362,2026-01-06 07:30:34,DELIVERED,SOUTH
412,453,2026-02-01 19:44:47,SHIPPED,EAST
413,94,2025-11-29 11:39:54,DELIVERED,NORTH
414,51,2026-05-02 03:24:17,RETURNED,SOUTH
415,235,2024-10-07 22:49:27,PLACED,SOUTH
416,428,2025-04-07 14:41:42,PLACED,NORTH
417,485,2026-03-01 23:07:51,CANCELLED,SOUTH
418,351,2024-07-31 08:15:01,RETURNED,EAST
419,51,2025-01-24 19:12:09,PLACED,CENTRAL
420,343,2024-09-12 08:06:53,DELIVERED,NORTH
421,0,2024-11-15 00:00:00,RETURNED,SOUTH
422,465,2025-05-11 21:03:13,PLACED,SOUTH
423,66,2025-10-15 13:36:15,SHIPPED,WEST
424,369,2025-01-12 03:39:03,RETURNED,WEST
425,275,2025-03-14 12:00:06,PLACED,SOUTH
426,185,2026-02-16 19:26:30,CANCELLED,SOUTH
427,236,2025-10-24 06:43:11,DELIVERED,CENTRAL
428,331,2025-09-18 04:17:30,CANCELLED,SOUTH
429,387,2026-01-05 12:09:53,DELIVERED,WEST
430,274,2025-01-02 06:16:03,DELIVERED,CENTRAL
431,151,2025-04-20 15:48:28,SHIPPED,SOUTH
432,284,2024-11-25 14:16:22,SHIPPED,CENTRAL
433,460,2024-09-15 13:23:24,RETURNED,EAST
434,346,2025-01-14 05:15:28,DELIVERED,SOUTH
435,123,2025-12-04 13:45:59,DELIVERED,EAST
436,166,2025-07-16 16:34:46,DELIVERED,EAST
437,172,2026-05-23 00:59:33,CANCELLED,EAST
438,145,2025-07-22 13:12:20,PLACED,NORTH
439,374,2025-07-17 17:37:18,PLACED,SOUTH
440,73,2025-11-15 05:08:55,CANCELLED,NORTH
441,465,2026-02-10 17:43:32,DELIVERED,WEST
442,416,2024-10-20 05:20:23,RETURNED,SOUTH
443,17,2025-01-27 10:22:42,SHIPPED,SOUTH
444,48,2025-07-05 22:20:36,DELIVERED,WEST
445,249,2025-10-02 21:07:24,PLACED,SOUTH
446,226,2026-01-05 12:34:22,CANCELLED,WEST
447,31,2024-11-12 22:10:51,CANCELLED,SOUTH
448,338,2025-08-20 19:43:57,RETURNED,EAST
449,14,2026-05-05 11:51:09,CANCELLED,NORTH
450,111,2024-12-29 18:00:37,SHIPPED,EAST
451,37,2025-04-17 19:45:51,RETURNED,EAST
452,190,2025-09-13 08:56:59,SHIPPED,NORTH
453,379,2025-04-03 01:37:31,SHIPPED,EAST
454,260,2025-06-08 17:22:43,CANCELLED,WEST
455,229,2026-03-12 10:54:13,RETURNED,SOUTH
456,65,2025-07-07 22:57:42,RETURNED,WEST
457,373,2025-09-04 21:52:37,RETURNED,CENTRAL
458,266,2024-09-02 20:08:27,RETURNED,EAST
459,0,2025-04-24 14:14:38,CANCELLED,EAST
460,446,2024-09-07 19:29:50,SHIPPED,NORTH
461,413,2025-07-23 15:21:21,SHIPPED,NORTH
462,201,2025-08-04 06:25:54,PLACED,CENTRAL
463,453,2026-06-02 22:52:20,DELIVERED,WEST
464,24,2026-03-08 22:36:25,DELIVERED,NORTH
465,27,2025-05-28 17:50:45,RETURNED,CENTRAL
466,237,2025-09-08 13:18:19,SHIPPED,SOUTH
467,27,2025-01-03 11:42:25,SHIPPED,CENTRAL
468,280,2026-03-20 09:10:09,DELIVERED,SOUTH
469,346,2024-12-05 01:10:06,SHIPPED,SOUTH
470,0,2025-04-15 11:10:09,SHIPPED,SOUTH
471,429,2024-12-10 03:13:55,SHIPPED,NORTH
472,488,2026-02-10 03:42:35,RETURNED,EAST
473,484,2024-09-01 01:50:03,SHIPPED,SOUTH
474,159,2025-03-11 19:22:14,PLACED,CENTRAL
475,0,2025-09-20 20:46:14,SHIPPED,EAST
476,356,2024-08-22 20:37:20,CANCELLED,SOUTH
477,287,2026-01-27 00:00:00,RETURNED,WEST
478,30,2025-10-23 18:16:04,DELIVERED,EAST
479,122,2026-01-21 11:15:58,SHIPPED,CENTRAL
480,481,2025-03-25 22:56:37,PLACED,EAST
481,395,2025-09-03 10:46:17,SHIPPED,SOUTH
482,336,2026-02-28 00:00:00,SHIPPED,EAST
483,49,2025-07-31 22:01:08,RETURNED,NORTH
484,115,2024-08-10 13:56:22,CANCELLED,CENTRAL
485,400,2025-03-26 21:52:20,RETURNED,EAST
486,167,2024-10-19 07:08:46,RETURNED,NORTH
487,200,2025-09-21 09:19:18,PLACED,SOUTH
488,397,2025-08-18 02:57:52,CANCELLED,SOUTH
